FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
41,10005502,CHOWAN LAW ENFORCEMENT CENTER,305 WEST FREEMASON STREET,EDENTON,NC,27932,-999,(252) 482-3822,COUNTY,OPEN,-999,CHOWAN,37041,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.chowancounty-nc.gov/index.asp?Type=B_BASIC&SEC=%7BB6F299B1-BAEE-4E90-AFE5-E250FE7B256E%7D,2020/02/13 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.chowancounty-nc.gov/index.asp?Type=B_BASIC&SEC=%7BB6F299B1-BAEE-4E90-AFE5-E250FE7B256E%7D,NOT AVAILABLE,-999,0.00320138410325,{56625D6F-1520-411B-AA48-712B14E9774E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,392.633307304225,3.2886629932e-07
42,10002834,WALKER COUNTY JAIL,751 FM 2821 W,HUNTSVILLE,TX,77320,-999,(936) 435-2412,COUNTY,OPEN,186,WALKER,48471,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://www.co.walker.tx.us/department/index.php?structureid=21",2018/03/01 00:00:00+00,IMAGERY/OTHER,2020/03/04 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,268,0.00479902473128,{491D55BB-B5EF-48C5-B4BA-28DFFDF80179},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,567.56600749647,7.55238159161e-07
43,10002852,WALLER COUNTY JAIL,701 CALVIT ST,HEMPSTEAD,TX,77445,-999,(979) 826-8282,COUNTY,OPEN,75,WALLER,48473,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tcjs.state.tx.us/index.php?linkID=325,2018/03/01 00:00:00+00,IMAGERY/OTHER,2020/03/04 00:00:00+00,http://www.wallercountytexassheriff.org/home,NOT AVAILABLE,110,0.00259730217335,{A99EB438-6632-44AC-997C-6E50BA92026D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,309.841358591392,3.29369961356e-07
44,10006643,ABRAXAS I,165 ABRAXAS ROAD,MARIENVILLE,PA,16239,-999,(800) 352-3402,STATE,OPEN,-999,FOREST,42053,USA,922140,CORRECTIONAL INSTITUTIONS,https://abraxasyfs.com/abraxas-academy.html,2018/01/05 00:00:00+00,IMAGERY/OTHER,2020/01/28 00:00:00+00,https://abraxasyfs.com/abraxas-1.html,JUVENILE,204,0.0129010432566,{13629D70-5EB3-46CD-A1E7-B84305DF3D7B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1733.19147162328,1.05573741406e-05
45,10006642,ABRAXAS ACADEMY,1000 ACADEMY DRIVE,MORGANTOWN,PA,19543,-999,(610) 913-8000,STATE,OPEN,81,BERKS,42011,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Portals/0/PREA_Certifications/Abraxas%20Academy%20Morgantown%20-%20PREA%20Auditor's%20Final%20Report%20_%203-23-17.pdf,2016/08/17 00:00:00+00,IMAGERY/OTHER,2020/01/28 00:00:00+00,https://abraxasyfs.com/abraxas-academy.html,JUVENILE,156,0.00935974199562,{CA12EE77-491E-4C44-AA4B-ED6779FA30BD},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1156.27906407852,4.14387468512e-06
46,10004046,CLAY COUNTY DETENTION CENTER,14 S WATER ST,LIBERTY,MO,64068,-999,(816) 407-3800,COUNTY,OPEN,382,CLAY,29047,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.claymosheriff.org/index.html,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://www.claymosheriff.org/index.html,NOT AVAILABLE,-999,0.00590538050354,{1FD86B7E-DD30-4B38-B29F-D4D31F05846B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,748.504453703098,7.83166804308e-07
47,10005390,CHARITON COUNTY JAIL / SHERIFF,307 SOUTH CHERRY STREET,KEYTESVILLE,MO,65261,-999,(660) 288-3277,COUNTY,OPEN,-999,CHARITON,29041,USA,922140,CORRECTIONAL INSTITUTIONS,https://dps.mo.gov/dir/programs/cvsu/counties/chariton.php,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,https://dps.mo.gov/dir/programs/cvsu/counties/chariton.php,NOT AVAILABLE,32,0.00162007245871,{519F1A5C-E316-4B52-B971-5A87221B57DB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,200.54295481171,1.39933768366e-07
48,10005389,CLINTON COUNTY JAIL / SHERIFF,207 NORTH MAIN STREET,PLATTSBURG,MO,64477,-999,(816) 539-2156,COUNTY,OPEN,-999,CLINTON,29049,USA,922140,CORRECTIONAL INSTITUTIONS,http://sheriff.clintoncomo.org/jail/mail/,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://sheriff.clintoncomo.org/,NOT AVAILABLE,31,0.001718562151,{24BF7C74-5B7F-4E60-AED0-8C801B6B8B46},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,217.570812981232,1.78610315582e-07
49,10006476,LAFAYETTE COUNTY JAIL,5 COURTHOUSE SQUARE,LEWISVILLE,AR,71845,-999,(870) 921-4252,COUNTY,OPEN,-999,LAFAYETTE,05073,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arsheriffs.org/county_map/,2018/01/29 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00161477942692,{D18AB395-AEB1-49DE-A33C-7FF2EBB5F41C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,196.591244922959,1.6246058025e-07
50,10003448,CACHE COUNTY JAIL / SHERIFF,1225 W 200 N,LOGAN,UT,84321,-999,(435) 755-1000,COUNTY,OPEN,220,CACHE,49005,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cachesheriff.org/jail/,2018/05/02 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.cachesheriff.org/jail/,NOT AVAILABLE,-999,0.00431427725148,{5418902C-E906-44BF-8781-8B1145AF3026},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,547.121749409046,5.70740765156e-07
51,10005407,DENT COUNTY SHERIFF'S DEPARTMENT,112 EAST 5TH STREET,SALEM,MO,65560,-999,(573) 729-3241,COUNTY,OPEN,46,DENT,29065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.salemmo.com/county/Sheriff.asp,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://www.salemmo.com/county/JailProposal.asp,NOT AVAILABLE,21,0.000989248676859,{1B9ECC95-2381-4FB0-92BA-BB102090135C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,125.931839046502,6.06347390667e-08
52,10005544,ITAWAMBA COUNTY JAIL,201 SOUTH CUMMINGS STREET,FULTON,MS,38843,-999,(662) 862-3401,COUNTY,OPEN,-999,ITAWAMBA,28057,USA,922140,CORRECTIONAL INSTITUTIONS,http://itawambacoms.com/sheriff/,2018/03/28 00:00:00+00,IMAGERY/OTHER,2020/01/07 00:00:00+00,http://itawambacoms.com/sheriff/,NOT AVAILABLE,-999,0.00163711273015,{A299B9EE-00B4-495A-BEE6-9A65EA5C6A49},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,197.622681332751,1.22127622946e-07
53,10003477,MILLARD COUNTY JAIL / SHERIFF,765 S HWY 99,FILLMORE,UT,84631,-999,(435) 743-5585,COUNTY,OPEN,-999,MILLARD,49027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.millardsheriff.org/information/jail-visiting-rules,2018/05/02 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.millardsheriff.org/information/jail-visiting-rules,NOT AVAILABLE,-999,0.00376387931567,{CBDA6524-6BCD-496E-B203-7DE12E2FFE81},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,471.809689513451,5.23559177103e-07
54,10004265,JACKSON COUNTY ADULT DETENTION CENTER,65 BRUCE EVANS DR.,PASCAGOULA,MS,39567,-999,(228) 769-3211,COUNTY,OPEN,309,JACKSON,28059,USA,922140,CORRECTIONAL INSTITUTIONS,https://sheriff.co.jackson.ms.us/369/Detention-Center,2018/03/28 00:00:00+00,IMAGERY/OTHER,2020/01/07 00:00:00+00,https://www.co.jackson.ms.us/officials/sheriff/,MAXIMUM,-999,0.00549853663611,{0BF7A850-9C4A-41E4-8347-573BA67F8007},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,660.924761418813,1.130622182e-06
55,10000729,YOUTH FORESTRY CAMP #3,4534 TARKILN ROAD,JAMES CREEK,PA,16657,-999,(814) 658-3492,STATE,OPEN,24,HUNTINGDON,42061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.dhs.pa.gov/Services/Children/Pages/Forestry-Programs.aspx,2015/08/12 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,https://www.dhs.pa.gov/Services/Children/Pages/Forestry-Programs.aspx,JUVENILE,50,0.0128657391144,{EDF0D340-4FE1-409D-AF04-E5A8CB9618C5},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1569.23380100441,6.98455128607e-06
56,10001994,BEXAR COUNTY ADULT DETENTION CENTER ANNEX,222 S COMAL ST,SAN ANTONIO,TX,78207,-999,(210) 335-5401,COUNTY,OPEN,-999,BEXAR,48029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bexar.org/2562/Adult-Detention-Bureau,2018/04/25 00:00:00+00,IMAGERY/OTHER,2020/02/11 00:00:00+00,https://www.bexar.org/749/Adult-Detention-Center-Facility,MEDIUM,1733,0.00602148171502,{6A4083D6-A222-44E3-93DE-7C02415F5273},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,733.330159461243,1.66381360461e-06
57,10003452,WEBER COUNTY JAIL / SHERIFF,721 W 12TH ST,OGDEN,UT,84404,-999,(801) 778-6700,COUNTY,OPEN,992,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.webercountyutah.gov/sheriff/corrections/,2018/05/03 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,http://www.webercountyutah.gov/sheriff/corrections/,MAXIMUM,888,0.0064814909917,{4D2BE202-F415-4455-9C9A-5126A48D7FBF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,837.392170917283,1.70700588722e-06
58,10003471,WASATCH COUNTY JAIL,1361 S US HWY 40,HEBER CITY,UT,84032,-999,(435) 657-1619,COUNTY,OPEN,65,WASATCH,49051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail,2017/10/06 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.wasatch.utah.gov/Sheriff#65537-corrections-and-court-security-jail,NOT AVAILABLE,-999,0.00410049250456,{C8154B54-71CA-4850-A9EA-A4294E541970},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,521.402292165559,6.57752790301e-07
59,10002616,UTAH COUNTY JAIL,3075 N MAIN ST,SPANISH FORK,UT,84660,-999,(801) 851-4210,FEDERAL,OPEN,689,UTAH,49049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ice.gov/detention-facility/utah-county-jail,2018/05/03 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.ice.gov/detention-facility/utah-county-jail,MAXIMUM,1019,0.0101826757674,{FE052DCD-BEF3-4EEF-9341-BA8A46EF7E11},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1283.55175300545,2.21542108859e-06
60,10003450,WEBER COUNTY JAIL - KIESEL FACILITY,370 26TH ST,OGDEN,UT,84401,-999,(801) 778-6700,COUNTY,OPEN,-999,WEBER,49057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.webercountyutah.gov/sheriff/corrections/,2018/05/03 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,http://www.webercountyutah.gov/sheriff/corrections/,MINIMUM,300,0.00279634000003,{9FDADBA6-C456-4BC7-B937-AB1066945C76},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,354.291200011969,2.99484685011e-07
61,10003486,SOUTHWEST UTAH YOUTH CENTER,270 E 1600 N,CEDAR CITY,UT,84720,-999,(435) 867-2500,STATE,OPEN,13,IRON,49021,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/south-west-utah-youth-center,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://hs.utah.gov/resource/south-west-utah-youth-center,JUVENILE,20,0.00426126110184,{8593EC3C-F08D-4234-A6B5-B565BBB63D2F},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,541.4610543288,5.08757095743e-07
62,10003455,FARMINGTON BAY YOUTH CENTER,907 W CLARK LANE,FARMINGTON,UT,84025,-999,(801) 538-4171,STATE,OPEN,21,DAVIS,49011,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/farmington-bay-youth-center,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://hs.utah.gov/resource/farmington-bay-youth-center,JUVENILE,42,0.00373273277373,{26C1B1EE-29FF-4175-B014-527EE0F0157F},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,475.698687506464,5.25051011967e-07
63,10006452,POTTER COUNTY INIFIRMARY,13100 NE 29TH,AMARILLO,TX,79111,-999,NOT AVAILABLE,COUNTY,OPEN,-999,POTTER,48375,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.pottercountysheriff.org/index.htm,2018/05/01 00:00:00+00,UNVERIFIED,2020/02/27 00:00:00+00,http://www.pottercountysheriff.org/index.htm,NOT AVAILABLE,27,0.00446723633587,{2B135EC8-9989-4C53-9E06-6ECD940E698F},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,550.887793958171,1.24513893766e-06
64,10003380,VAN WERT COUNTY CORRECTIONAL FACILITY,204 N WASHINGTON ST,VAN WERT,OH,45891,-999,(419) 238-3866,COUNTY,OPEN,-999,VAN WERT,39161,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.vanwertcountysheriff.com/corrections.asp,2018/04/12 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,http://www.vanwertcountysheriff.com/corrections.asp,NOT AVAILABLE,78,0.00263327917869,{45FB606F-AB3D-4E10-95B9-B09468F0F534},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,320.38510304982,2.25262013031e-07
65,10004381,YOUNG COUNTY JAIL,315 NORTH CLIFF DRIVE,GRAHAM,TX,76450,-999,(940) 549-1550,COUNTY,OPEN,50,YOUNG,48503,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, https://texasjailproject.org/list_of_county_jails/, http://www.co.young.tx.us/page/young.Sheriff",2018/03/01 00:00:00+00,IMAGERY/OTHER,2020/03/04 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,144,0.00344592718612,{52F1721F-51BC-48DD-8FF3-CC21A55AFE79},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,421.640802704288,5.54270702943e-07
66,10006808,DOUGLAS COUNTY JAIL / SHERIFF,209 SE 2ND AVE,AVA,MO,65608,-999,(417) 683-1020,COUNTY,OPEN,31,DOUGLAS,29067,USA,922140,CORRECTIONAL INSTITUTIONS,http://dcsosheriff.com/?fbclid=IwAR2C9bpijzV8OMRswEkFjpPl7IZvvVMQOfFl85q2PSNrdT5mqaWYBX7gofc,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,https://www.facebook.com/Douglas-County-Mo-Sheriff-232971497207270/,NOT AVAILABLE,-999,0.000963991323522,{29166D16-9001-490B-B88D-12F6203B3DB0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,122.293366286575,5.7351588838e-08
67,10001628,FRANKLIN COUNTY DETENTION FACILITY,1 BRUNS DRIVE,UNION,MO,63084,-999,(636) 583-2560 EXT 224,COUNTY,OPEN,132,FRANKLIN,29071,USA,922140,CORRECTIONAL INSTITUTIONS,https://franklincountymosheriff.com/detention,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://franklincountymosheriff.com/,MAXIMUM,130,0.00384045311864,{81A5DD8A-441F-421F-AD4D-37EC26519ACB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,488.070910372976,7.68920402859e-07
68,10001634,GREENE COUNTY JAIL,1000 N BOONVILLE AVE,SPRINGFIELD,MO,65802,-999,(417) 868-4048,COUNTY,OPEN,714,GREENE,29077,USA,922140,CORRECTIONAL INSTITUTIONS,https://greenecountymo.gov/sheriff/division/detention/jailtracker.php,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,https://greenecountymo.gov/sheriff/,MAXIMUM,610,0.00345238373087,{0C627AEE-C4CE-4FDD-B309-0C3EFB121F92},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,431.43606299041,5.1448520996e-07
69,10003460,DECKER LAKE YOUTH CENTER,2310 W 2770 S,WEST VALLEY CITY,UT,84119,-999,(801) 954-9200,STATE,OPEN,18,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/decker-lake-youth-center,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://hs.utah.gov/resource/decker-lake-youth-center,JUVENILE,30,0.00677987533521,{822243AC-C199-4B0B-85C4-C4B888786055},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,840.309715158843,1.22958119829e-06
70,10003570,ROGERS COUNTY JAIL/AMOS G WARD DETENTION FACILITY,201 S CHEROKEE AVE,CLAREMORE,OK,74017,-999,(918) 342-9700,COUNTY,OPEN,280,ROGERS,40131,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.rcsheriff.org/,2018/04/16 00:00:00+00,IMAGERY/OTHER,2020/01/21 00:00:00+00,http://www.rcsheriff.org/,NOT AVAILABLE,-999,0.00275538772652,{F1FE2D9E-F88D-4D99-8691-82FC19564D64},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,344.712835673534,3.7464511131e-07
71,10003488,DIXIE AREA DETENTION CENTER / GATEWAY YOUTH CENTER,330 S 5300 W,HURRICANE,UT,84737,-999,(435) 627-2800,STATE,OPEN,10,WASHINGTON,49053,USA,922140,CORRECTIONAL INSTITUTIONS,https://jjs.utah.gov/services/detention,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://jjs.utah.gov/services/detention,JUVENILE,40,0.00363510318457,{44C5F1B2-3B1F-4461-91EE-C4476E7136AA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,445.602750061785,6.86677112377e-07
72,10003090,SHUMAN JUVENILE DETENTION CENTER,7150 HIGHLAND DRIVE,PITTSBURGH,PA,15206,-999,(412) 661-6806,COUNTY,OPEN,60,ALLEGHENY,42003,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.alleghenycounty.us/shuman/prison-rape-elimination-act-(prea).aspx,2017/06/13 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://www.alleghenycounty.us/shuman/index.aspx,JUVENILE,120,0.00919115725014,{45647835-FF0A-4EFD-A1D4-83B432B861E4},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1145.18271870688,3.6393871552e-06
73,10003483,CANYONLANDS YOUTH HOME,244 W OLD RUIN RD,BLANDING,UT,84511,-999,(435) 678-3140,STATE,OPEN,3,SAN JUAN,49037,USA,922140,CORRECTIONAL INSTITUTIONS,https://hs.utah.gov/resource/canyonlands-youth-center,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://hs.utah.gov/resource/canyonlands-youth-center,JUVENILE,16,0.00380026133516,{56B2A64E-8112-4B6B-91EC-7A49E7FD90F6},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,477.735036227275,3.50832848703e-07
74,10003472,SLATE CANYON YOUTH CENTER,1991 S STATE ST,PROVO,UT,84606,-999,(810) 342-7840,STATE,OPEN,43,UTAH,49049,USA,922140,CORRECTIONAL INSTITUTIONS,https://jjs.utah.gov/resource/slate-canyon-youth-center-2,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://jjs.utah.gov/resource/slate-canyon-youth-center-2,JUVENILE,70,0.00440162001326,{36DD03B5-52BD-454D-A218-55AD5CBDBD15},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,570.209872135595,1.04686923126e-06
75,10003479,CENTRAL UTAH YOUTH CENTER,449 NO. HIGHWAY 89,RICHFIELD,UT,84701,-999,(435) 893-2340,STATE,OPEN,4,SEVIER,49041,USA,922140,CORRECTIONAL INSTITUTIONS,https://jjs.utah.gov/resource/central-utah-youth-center-2,2020/02/20 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://jjs.utah.gov/resource/central-utah-youth-center-2,JUVENILE,16,0.00423739508587,{89343596-D9E0-4096-BF4A-2926D510B1E3},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,532.652849268429,4.23032850094e-07
76,10002709,YOUTH CENTER OF THE HIGH PLAINS,9300 S GEORGIA,AMARILLO,TX,79118,-999,(806) 468-5708,COUNTY,OPEN,-999,RANDALL,48381,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.rcjj.org/welcome,2018/05/01 00:00:00+00,IMAGERY/OTHER,2020/03/04 00:00:00+00,http://www.rcjj.org/welcome,JUVENILE,86,0.00882567416335,{8536AA97-A0B8-4374-AC5A-77596657AEFF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1106.4091421764,3.0129442519e-06
77,10003435,WARREN COUNTY JAIL,550 JUSTICE DR,LEBANON,OH,45036,-999,(513) 695-1280,COUNTY,OPEN,295,WARREN,39165,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wcsooh.org/,2018/04/12 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.wcsooh.org/,MAXIMUM,280,0.00889112794397,{C564650C-230D-4D27-B9C4-1CA326F8B5B9},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1085.57254043486,2.50007748123e-06
78,10005512,DAVIDSON COUNTY DETENTION FACILITY,110 WEST CENTER STREET,LEXINGTON,NC,27292,-999,(336) 242-2140,COUNTY,OPEN,280,DAVIDSON,37057,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.davidson.nc.us/445/Active-Inmates,2018/04/02 00:00:00+00,IMAGERY/OTHER,2020/02/13 00:00:00+00,https://www.co.davidson.nc.us/445/Active-Inmates,NOT AVAILABLE,283,0.00447646686372,{577D4E37-82B2-4435-8AE9-15BF08F7A8DA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,548.12002897536,7.23028925336e-07
79,10005382,HARRISON COUNTY JAIL / SHERIFF,1501 CENTRAL STREET,BETHANY,MO,64424,-999,(660) 425-3199,COUNTY,OPEN,-999,HARRISON,29081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.harrisoncountysheriffmo.org/page.php?id=9,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://harrisoncountysheriffmo.org/,NOT AVAILABLE,42,0.00126764814035,{304E96D9-ED04-409C-9BDC-564428C96D8C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,157.596526762304,8.64288497507e-08
80,10005395,HENRY COUNTY JAIL / SHERIFF,200 N. MAIN ST.,CLINTON,MO,64735,-999,(660) 885-7307,COUNTY,OPEN,90,HENRY,29083,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.hcd.hcsomo.com/,2018/03/26 00:00:00+00,IMAGERY/OTHER,2020/01/31 00:00:00+00,http://www.hcsomo.com/index.html,NOT AVAILABLE,112,0.00236851339534,{BF257E62-B677-4CFA-BF78-44877ABB4DC0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,291.703652725311,2.40189732549e-07
81,10001702,SANPETE COUNTY JAIL,1500 S HWY 89,MANTI,UT,84642,-999,(435) 835-2191,COUNTY,OPEN,-999,SANPETE,49039,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sanpetesheriff.org/Jail_Division.html,2018/05/03 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.sanpetesheriff.org/Jail_Division.html,NOT AVAILABLE,128,0.00352791126266,{CC9BA76D-46A3-4787-9165-BE0A2896CAF2},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,441.030285383025,3.97442485555e-07
82,10002185,MANATEE COUNTY STOCKADE COMPLEX,14494 HARLEE RD,PALMETTO,FL,34221,-999,NOT AVAILABLE,COUNTY,OPEN,-999,MANATEE,12081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.manateesheriff.com/Bureaus/JailInformation,2020/05/28 00:00:00+00,IMAGERY,2019/12/12 00:00:00+00,NOT AVAILABLE,MINIMUM,420,0.00923666765229,{653CBEF8-33E6-41AF-8BF0-8A2C7534961B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1099.75435547676,1.8482717777e-06
83,10003469,UINTAH COUNTY JAIL,641 E 300 S,VERNAL,UT,84078,-999,(435) 781-1300,COUNTY,OPEN,-999,UINTAH,49047,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.uintah.ut.us/residents/uintah_county_jail.php,2018/05/03 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://co.uintah.ut.us/residents/uintah_county_jail.php,NOT AVAILABLE,-999,0.00458677587668,{DD5888F8-A1E7-4F71-A493-C9ED1559A98D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,579.634108723585,8.47875567258e-07
